Year,시도,Value
2011,0.전국,24.63535043
2013,0.전국,26.30575269
2015,0.전국,25.26335753
2017,0.전국,27.68827717
2019,0.전국,32.27055153
2021,0.전국,35.01540001
2011,1.수도권,25.79481871
2013,1.수도권,26.40518001
2015,1.수도권,25.42866793
2017,1.수도권,28.49052281
2019,1.수도권,32.50684437
2021,1.수도권,34.63205231
2011,2.서울특별시,29.43904828
2013,2.서울특별시,27.56336663
2015,2.서울특별시,27.8480263
2017,2.서울특별시,30.47739213
2019,2.서울특별시,32.14991636
2021,2.서울특별시,34.27482795
2011,3.인천광역시,18.80962556
2013,3.인천광역시,26.5099788
2015,3.인천광역시,24.8049358
2017,3.인천광역시,27.29703281
2019,3.인천광역시,30.69707872
2021,3.인천광역시,33.36957497
2011,4.경기도,24.22973528
2013,4.경기도,25.39845523
2015,4.경기도,23.61528344
2017,4.경기도,27.27910668
2019,4.경기도,33.18843759
2021,4.경기도,35.15567356
